Text,Label
"The Application Does Not Log Credentials Or Payment Details. Session Tokens Should Only Be Stored In Logs In An Irreversible, Hashed Form.",sec
The Application Does Not Log Other Sensitive Data As Defined Under Local Privacy Laws Or Relevant Security Policy.,sec
"The Application Logs Security Relevant Events Including Successful And Failed Authentication Events, Access Control Failures, Deserialization Failures And Input Validation Failures.",sec
Each Log Event Includes Necessary Information That Would Allow For A Detailed Investigation Of The Timeline When An Event Happens.,sec
"All Authentication Decisions Are Logged, Without Storing Sensitive Session Tokens Or Passwords. This Should Include Requests With Relevant Metadata Needed For Security Investigations.",sec
All Access Control Decisions Can Be Logged And All Failed Decisions Are Logged. This Should Include Requests With Relevant Metadata Needed For Security Investigations.,sec
The Application Appropriately Encodes User-Supplied Data To Prevent Log Injection.,sec
All Events Are Protected From Injection When Viewed In Log Viewing Software.,sec
Security Logs Are Protected From Unauthorized Access And Modification.,sec
Time Sources Are Synchronized To The Correct Time And Time Zone. Strongly Consider Logging Only In Utc If Systems Are Global To Assist With Post-Incident Forensic Analysis.,sec
"A Generic Message Is Shown When An Unexpected Or Security Sensitive Error Occurs, Potentially With A Unique Id Which Support Personnel Can Use To Investigate.",sec
Exception Handling (Or A Functional Equivalent) Is Used Across The Codebase To Account For Expected And Unexpected Error Conditions.,sec
"A ""Last Resort"" Error Handler Is Defined Which Will Catch All Unhandled Exceptions.",sec
The Application Protects Sensitive Data From Being Cached In Server Components Such As Load Balancers And Application Caches.,sec
All Cached Or Temporary Copies Of Sensitive Data Stored On The Server Are Protected From Unauthorized Access Or Purged/Invalidated After The Authorized User Accesses The Sensitive Data.,sec
"The Application Minimizes The Number Of Parameters In A Request, Such As Hidden Fields, Ajax Variables, Cookies And Header Values.",sec
"The Application Can Detect And Alert On Abnormal Numbers Of Requests, Such As By Ip, User, Total Per Hour Or Day, Or Whatever Makes Sense For The Application.",sec
Regular Backups Of Important Data Are Performed And That Test Restoration Of Data Is Performed.,sec
Backups Are Stored Securely To Prevent Data From Being Stolen Or Corrupted.,sec
The Application Sets Sufficient Anti-Caching Headers So That Sensitive Data Is Not Cached In Modern Browsers.,sec
"Data Stored In Browser Storage (Such As Html5 Local Storage, Session Storage, Indexeddb, Or Cookies) Does Not Contain Sensitive Data Or Pii.",sec
"Authenticated Data Is Cleared From Client Storage, Such As The Browser Dom, After The Client Or Session Is Terminated.",sec
"Sensitive Data Is Sent To The Server In The Http Message Body Or Headers, And That Query String Parameters From Any Http Verb Do Not Contain Sensitive Data.",sec
Users Have A Method To Remove Or Export Their Data On Demand.,sec
Users Are Provided Clear Language Regarding Collection And Use Of Supplied Personal Information And That Users Have Provided Opt-In Consent For The Use Of That Data Before It Is Used In Any Way.,sec
"All Sensitive Data Created And Processed By The Application Has Been Identified, And Ensure That A Policy Is In Place On How To Deal With Sensitive Data.",sec
"Accessing Sensitive Data Is Audited (Without Logging The Sensitive Data Itself), If The Data Is Collected Under Relevant Data Protection Directives Or Where Logging Of Access Is Required.",sec
"Sensitive Information Contained In Memory Is Overwritten As Soon As It Is No Longer Required To Mitigate Memory Dumping Attacks, Using Zeroes Or Random Data.",sec
"Sensitive Or Private Information That Is Required To Be Encrypted, Is Encrypted Using Approved Algorithms That Provide Both Confidentiality And Integrity.",sec
"Sensitive Personal Information Is Subject To Data Retention Classification, Such That Old Or Out Of Date Data Is Deleted Automatically, On A Schedule, Or As The Situation Requires.",sec
"Secured Tls Is Used For All Client Connectivity, And Does Not Fall Back To Insecure Or Unencrypted Protocols.",sec
"Using Online Or Up To Date Tls Testing Tools That Only Strong Algorithms, Ciphers, And Protocols Are Enabled, With The Strongest Algorithms And Ciphers Set As Preferred.",sec
"Old Versions Of Ssl And Tls Protocols, Algorithms, Ciphers, And Configuration Are Disabled, Such As Sslv2, Sslv3, Or Tls 1.0 And Tls 1.1. The Latest Version Of Tls Should Be The Preferred Cipher Suite.",sec
"Connections To And From The Server Use Trusted Tls Certificates. Where Internally Generated Or Self-Signed Certificates Are Used, The Server Must Be Configured To Only Trust Specific Internal Cas And Specific Self-Signed Certificates. All Others Should Be Rejected.",sec
"Encrypted Communications Such As Tls Is Used For All Inbound And Outbound Connections, Including For Management Ports, Monitoring, Authentication, Api, Or Web Service Calls, Database, Cloud, Serverless, Mainframe, External, And Partner Connections. The Server Must Not Fall Back To Insecure Or Unencrypted Protocols.",sec
All Encrypted Connections To External Systems That Involve Sensitive Information Or Functions Are Authenticated.,sec
"Proper Certification Revocation, Such As Online Certificate Status Protocol (Ocsp) Stapling, Is Enabled And Configured.",sec
Backend Tls Connection Failures Are Logged.,sec
"A Code Analysis Tool Is In Use That Can Detect Potentially Malicious Code, Such As Time Functions, Unsafe File Operations And Network Connections.",sec
"The Application Source Code And Third Party Libraries Do Not Contain Unauthorized Phone Home Or Data Collection Capabilities. Where Such Functionality Exists, Obtain The User'S Permission For It To Operate  Before Collecting Any Data.",sec
"The Application Does Not Ask For Unnecessary Or Excessive Permissions To Privacy Related Features Or Sensors, Such As Contacts, Cameras, Microphones, Or Location.",sec
"The Application Source Code And Third Party Libraries Do Not Contain Back Doors, Such As Hard-Coded Or Additional Undocumented Accounts Or Keys, Code Obfuscation, Undocumented Binary Blobs, Rootkits, Or Anti-Debugging, Insecure Debugging Features, Or Otherwise Out Of Date, Insecure, Or Hidden Functionality That Could Be Used Maliciously If Discovered.",sec
The Application Source Code And Third Party Libraries Do Not Contain Time Bombs By Searching For Date And Time Related Functions.,sec
"The Application Source Code And Third Party Libraries Do Not Contain Malicious Code, Such As Salami Attacks, Logic Bypasses, Or Logic Bombs.",sec
The Application Source Code And Third Party Libraries Do Not Contain Easter Eggs Or Any Other Potentially Unwanted Functionality.,sec
"If The Application Has A Client Or Server Auto-Update Feature, Updates Should Be Obtained Over Secure Channels And Digitally Signed. The Update Code Must Validate The Digital Signature Of The Update Before Installing Or Executing The Update.",sec
"The Application Employs Integrity Protections, Such As Code Signing Or Subresource Integrity. The Application Must Not Load Or Execute Code From Untrusted Sources, Such As Loading Includes, Modules, Plugins, Code, Or Libraries From Untrusted Sources Or The Internet.",sec
"The Application Has Protection From Subdomain Takeovers If The Application Relies Upon Dns Entries Or Dns Subdomains, Such As Expired Domain Names, Out Of Date Dns Pointers Or Cnames, Expired Projects At Public Source Code Repos, Or Transient Cloud Apis, Serverless Functions, Or Storage Buckets (*Autogen-Bucket-Id*.Cloud.Example.Com) Or Similar. Protections Can Include Ensuring That Dns Names Used By Applications Are Regularly Checked For Expiry Or Change.",sec
The Application Will Only Process Business Logic Flows For The Same User In Sequential Step Order And Without Skipping Steps.,sec
"The Application Will Only Process Business Logic Flows With All Steps Being Processed In Realistic Human Time, I.E. Transactions Are Not Submitted Too Quickly.",sec
The Application Has Appropriate Limits For Specific Business Actions Or Transactions Which Are Correctly Enforced On A Per User Basis.,sec
"The Application Has Sufficient Anti-Automation Controls To Detect And Protect Against Data Exfiltration, Excessive Business Logic Requests, Excessive File Uploads Or Denial Of Service Attacks.",sec
"The Application Has Business Logic Limits Or Validation To Protect Against Likely Business Risks Or Threats, Identified Using Threat Modeling Or Similar Methodologies.",sec
"The Application Does Not Suffer From ""Time Of Check To Time Of Use"" (Toctou) Issues Or Other Race Conditions For Sensitive Operations.",sec
"The Application Monitors For Unusual Events Or Activity From A Business Logic Perspective. For Example, Attempts To Perform Actions Out Of Order Or Actions Which A Normal User Would Never Attempt.",sec
The Application Has Configurable Alerting When Automated Attacks Or Unusual Activity Is Detected.,sec
The Application Will Not Accept Large Files That Could Fill Up Storage Or Cause A Denial Of Service.,sec
"Compressed Files Are Checked For ""Zip Bombs"" - Small Input Files That Will Decompress Into Huge Files Thus Exhausting File Storage Limits.",sec
"A File Size Quota And Maximum Number Of Files Per User Is Enforced To Ensure That A Single User Cannot Fill Up The Storage With Too Many Files, Or Excessively Large Files.",sec
Files Obtained From Untrusted Sources Are Validated To Be Of Expected Type Based On The File'S Content.,sec
User-Submitted Filename Metadata Is Not Used Directly By System Or Framework Filesystems And That A Url Api Is Used To Protect Against Path Traversal.,sec
"User-Submitted Filename Metadata Is Validated Or Ignored To Prevent The Disclosure, Creation, Updating Or Removal Of Local Files (Lfi).",sec
User-Submitted Filename Metadata Is Validated Or Ignored To Prevent The Disclosure Or Execution Of Remote Files Via Remote File Inclusion (Rfi) Or Server-Side Request Forgery (Ssrf) Attacks.,sec
"The Application Protects Against Reflective File Download (Rfd) By Validating Or Ignoring User-Submitted Filenames In A Json, Jsonp, Or Url Parameter, The Response Content-Type Header Should Be Set To Text/Plain, And The Content-Disposition Header Should Have A Fixed Filename.",sec
"Untrusted File Metadata Is Not Used Directly With System Api Or Libraries, To Protect Against Os Command Injection.",sec
"The Application Does Not Include And Execute Functionality From Untrusted Sources, Such As Unverified Content Distribution Networks, Javascript Libraries, Node Npm Libraries, Or Server-Side Dlls.",sec
"Files Obtained From Untrusted Sources Are Stored Outside The Web Root, With Limited Permissions, Preferably With Strong Validation.",sec
Files Obtained From Untrusted Sources Are Scanned By Antivirus Scanners To Prevent Upload Of Known Malicious Content.,sec
"The Web Tier Is Configured To Serve Only Files With Specific File Extensions To Prevent Unintentional Information And Source Code Leakage. For Example, Backup Files (E.G. .Bak), Temporary Working Files (E.G. .Swp), Compressed Files (.Zip, .Tar.Gz, Etc) And Other Extensions Commonly Used By Editors Should Be Blocked Unless Required.",sec
Direct Requests To Uploaded Files Will Never Be Executed As Html/Javascript Content.,sec
The Web Or Application Server Is Configured With An Allow List Of Resources Or Systems To Which The Server Can Send Requests Or Load Data/Files From.,sec
All Application Components Use The Same Encodings And Parsers To Avoid Parsing Attacks That Exploit Different Uri Or File Parsing Behavior That Could Be Used In Ssrf And Rfi Attacks.,sec
Access To Administration And Management Functions Is Limited To Authorized Administrators.,sec
"Api Urls Do Not Expose Sensitive Information, Such As The Api Key, Session Tokens Etc.",sec
"Authorization Decisions Are Made At Both The Uri, Enforced By Programmatic Or Declarative Security At The Controller Or Router, And At The Resource Level, Enforced By Model-Based Permissions.",sec
Requests Containing Unexpected Or Missing Content Types Are Rejected With Appropriate Headers (Http Response Status 406 Unacceptable Or 415 Unsupported Media Type).,sec
"Enabled Restful Http Methods Are A Valid Choice For The User Or Action, Such As Preventing Normal Users Using Delete Or Put On Protected Api Or Resources.",sec
Json Schema Validation Is In Place And Verified Before Accepting Input.,sec
"Restful Web Services That Utilize Cookies Are Protected From Cross-Site Request Forgery Via The Use Of At Least One Or More Of The Following: Double Submit Cookie Pattern, Csrf Nonces, Or Origin Request Header Checks.",sec
"Rest Services Have Anti-Automation Controls To Protect Against Excessive Calls, Especially If The Api Is Unauthenticated.",sec
"Rest Services Explicitly Check The Incoming Content-Type To Be The Expected One, Such As Application/Xml Or Application/Json.",sec
The Message Headers And Payload Are Trustworthy And Not Modified In Transit. Requiring Strong Encryption For Transport (Tls Only) May Be Sufficient In Many Cases As It Provides Both Confidentiality And Integrity Protection. Per-Message Digital Signatures Can Provide Additional Assurance On Top Of The Transport Protections For High-Security Applications But Bring With Them Additional Complexity And Risks To Weigh Against The Benefits.,sec
"Xsd Schema Validation Takes Place To Ensure A Properly Formed Xml Document, Followed By Validation Of Each Input Field Before Any Processing Of That Data Takes Place.",sec
The Message Payload Is Signed Using Ws-Security To Ensure Reliable Transport Between Client And Service.,sec
"A Query Allow List Or A Combination Of Depth Limiting And Amount Limiting Is Used To Prevent Graphql Or Data Layer Expression Denial Of Service (Dos) As A Result Of Expensive, Nested Queries. For More Advanced Scenarios, Query Cost Analysis Should Be Used.",sec
Graphql Or Other Data Layer Authorization Logic Should Be Implemented At The Business Logic Layer Instead Of The Graphql Layer.,sec
"The Application Build And Deployment Processes Are Performed In A Secure And Repeatable Way, Such As Ci / Cd Automation, Automated Configuration Management, And Automated Deployment Scripts.",sec
"Compiler Flags Are Configured To Enable All Available Buffer Overflow Protections And Warnings, Including Stack Randomization, Data Execution Prevention, And To Break The Build If An Unsafe Pointer, Memory, Format String, Integer, Or String Operations Are Found.",sec
Server Configuration Is Hardened As Per The Recommendations Of The Application Server And Frameworks In Use.,sec
"The Application, Configuration, And All Dependencies Can Be Re-Deployed Using Automated Deployment Scripts, Built From A Documented And Tested Runbook In A Reasonable Time, Or Restored From Backups In A Timely Fashion.",sec
Authorized Administrators Can Verify The Integrity Of All Security-Relevant Configurations To Detect Tampering.,sec
"All Components Are Up To Date, Preferably Using A Dependency Checker During Build Or Compile Time.",sec
"All Unneeded Features, Documentation, Samples, Configurations Are Removed, Such As Sample Applications, Platform Documentation, And Default Or Example Users.",sec
"If Application Assets, Such As Javascript Libraries, Css Or Web Fonts, Are Hosted Externally On A Content Delivery Network (Cdn) Or External Provider, Subresource Integrity (Sri) Is Used To Validate The Integrity Of The Asset.",sec
"Third Party Components Come From Pre-Defined, Trusted And Continually Maintained Repositories.",sec
An Inventory Catalog Is Maintained Of All Third Party Libraries In Use.,sec
The Attack Surface Is Reduced By Sandboxing Or Encapsulating Third Party Libraries To Expose Only The Required Behaviour Into The Application.,sec
"Web Or Application Server And Framework Error Messages Are Configured To Deliver User Actionable, Customized Responses To Eliminate Any Unintended Security Disclosures.",sec
"Web Or Application Server And Application Framework Debug Modes Are Disabled In Production To Eliminate Debug Features, Developer Consoles, And Unintended Security Disclosures.",sec
The Http Headers Or Any Part Of The Http Response Do Not Expose Detailed Version Information Of System Components.,sec
"Every Http Response Contains A Content-Type Header. Text/*, */*+Xml And Application/Xml Content Types Should Also Specify A Safe Character Set (E.G., Utf-8, Iso-8859-1).",sec
"All Api Responses Contain A Content-Disposition: Attachment; Filename=""Api.Json"" Header (Or Other Appropriate Filename For The Content Type).",sec
"A Content Security Policy (Csp) Response Header Is In Place That Helps Mitigate Impact For Xss Attacks Like Html, Dom, Json, And Javascript Injection Vulnerabilities.",sec
All Responses Contain A X-Content-Type-Options: Nosniff Header.,sec
"A Strict-Transport-Security Header Is Included On All Responses And For All Subdomains, Such As Strict-Transport-Security: Max-Age=15724800; Includesubdomains.",sec
"A Suitable ""Referrer-Policy"" Header Is Included, Such As ""No-Referrer"" Or ""Same-Origin"".",sec
The Content Of A Web Application Cannot Be Embedded In A Third-Party Site By Default And That Embedding Of The Exact Resources Is Only Allowed Where Necessary By Using Suitable Content-Security-Policy: Frame-Ancestors And X-Frame-Options Response Headers.,sec
"The Application Server Only Accepts The Http Methods In Use By The Application/Api, Including Pre-Flight Options, And Logs/Alerts On Any Requests That Are Not Valid For The Application Context.",sec
"The Supplied Origin Header Is Not Used For Authentication Or Access Control Decisions, As The Origin Header Can Easily Be Changed By An Attacker.",sec
"The Cross-Origin Resource Sharing (Cors) Access-Control-Allow-Origin Header Uses A Strict Allow List Of Trusted Domains And Subdomains To Match Against And Does Not Support The ""Null"" Origin.",sec
"Http Headers Added By A Trusted Proxy Or Sso Devices, Such As A Bearer Token, Are Authenticated By The Application.",sec
All Application Components Are Identified And Are Known To Be Needed.,sec
"All Components, Such As Libraries, Modules, And External Systems, That Are Not Part Of The Application But That The Application Relies On To Operate Are Identified.",sec
A High-Level Architecture For The Application Has Been Defined.,sec
All Application Components Are Defined In Terms Of The Business Functions And/Or Security Functions They Provide.,sec
"All Components That Are Not Part Of The Application But That The Application Relies On To Operate Are Defined In Terms Of The Functions, And/Or Security Functions, They Provide.",sec
"A Threat Model For The Target Application Has Been Produced And Covers Off Risks Associated With Spoofing, Tampering, Repudiation, Information Disclosure, And Elevation Of Privilege (Stride).",sec
All Security Controls (Including Libraries That Call External Security Services) Have A Centralized Implementation.,sec
"Components Are Segregated From Each Other Via A Defined Security Control, Such As Network Segmentation, Firewall Rules, Or Cloud Based Security Groups.",sec
"The Application Has A Clear Separation Between The Data Layer, Controller Layer And The Display Layer, Such That Security Decisions Can Be Enforced On Trusted Systems.",sec
"There Is No Sensitive Business Logic, Secret Keys Or Other Proprietary Information In Client Side Code.",sec
"All Application Components, Libraries, Modules, Frameworks, Platform, And Operating Systems Are Free From Known Vulnerabilities.",sec
All Pages And Resources By Default Require Authentication Except Those Specifically Intended To Be Public (Principle Of Complete Mediation).,sec
"Forms Containing Credentials Are Not Filled In By The Application. Pre-Filling By The Application Implies That Credentials Are Stored In Plaintext Or A Reversible Format, Which Is Explicitly Prohibited.",sec
All Authentication Controls Are Enforced On The Server Side.,sec
All Authentication Controls Fail Securely To Ensure Attackers Cannot Log In.,sec
"Password Entry Fields Allow, Or Encourage, The Use Of Passphrases, And Do Not Prevent Password Managers, Long Passphrases Or Highly Complex Passwords Being Entered.",sec
"All Account Identity Authentication Functions (Such As Update Profile, Forgot Password, Disabled / Lost Token, Help Desk Or Ivr) That Might Regain Access To The Account Are At Least As Resistant To Attack As The Primary Authentication Mechanism.",sec
"The Changing Password Functionality Includes The Old Password, The New Password, And A Password Confirmation.",sec
"All Authentication Decisions Can Be Logged, Without Storing Sensitive Session Identifiers Or Passwords. This Should Include Requests With Relevant Metadata Needed For Security Investigations.",sec
"Account Passwords Are One Way Hashed With A Salt, And There Is Sufficient Work Factor To Defeat Brute Force And Password Hash Recovery Attacks.",sec
Credentials Are Transported Using A Suitable Encrypted Link And That All Pages/Functions That Require A User To Enter Credentials Are Done So Using An Encrypted Link.,sec
The Forgotten Password Function And Other Recovery Paths Do Not Reveal The Current Password And That The New Password Is Not Sent In Clear Text To The User.,sec
"Information Enumeration Is Not Possible Via Login, Password Reset, Or Forgot Account Functionality.",sec
There Are No Default Passwords In Use For The Application Framework Or Any Components Used By The Application (Such As “Admin/Password”).,sec
"Anti-Automation Is In Place To Prevent Breached Credential Testing, Brute Forcing, And Account Lockout Attacks.",sec
All Authentication Credentials For Accessing Services External To The Application Are Encrypted And Stored In A Protected Location.,sec
"Forgotten Password And Other Recovery Paths Use A Totp Or Other Soft Token, Mobile Push, Or Other Offline Recovery Mechanism. Use Of A Random Value In An E-Mail Or Sms Should Be A Last Resort And Is Known Weak.",sec
"Account Lockout Is Divided Into Soft And Hard Lock Status, And These Are Not Mutually Exclusive. If An Account Is Temporarily Soft Locked Out Due To A Brute Force Attack, This Should Not Reset The Hard Lock Status.",sec
"If Shared Knowledge Based Questions (Also Known As ""Secret Questions"") Are Required, The Questions Do Not Violate Privacy Laws And Are Sufficiently Strong To Protect Accounts From Malicious Recovery.",sec
The System Can Be Configured To Disallow The Use Of A Configurable Number Of Previous Passwords.,sec
"Risk Based Re-Authentication, Two Factor Or Transaction Signing Is In Place For High Value Transactions.",sec
Measures Are In Place To Block The Use Of Commonly Chosen Passwords And Weak Passphrases.,sec
"All Authentication Challenges, Whether Successful Or Failed, Should Respond In The Same Average Response Time.",sec
"Secrets, Api Keys, And Passwords Are Not Included In The Source Code, Or Online Source Code Repositories.",sec
"If An Application Allows Users To Authenticate, They Can Authenticate Using Two-Factor Authentication Or Other Strong Authentication, Or Any Similar Scheme That Provides Protection Against Username + Password Disclosure.",sec
Administrative Interfaces Are Not Accessible To Untrusted Parties.,sec
"Browser Autocomplete, And Integration With Password Managers Are Permitted Unless Prohibited By Risk Based Policy.",sec
"There Is No Custom Session Manager, Or That The Custom Session Manager Is Resistant Against All Common Session Management Attacks.",sec
Sessions Are Invalidated When The User Logs Out.,sec
Sessions Timeout After A Specified Period Of Inactivity.,sec
Sessions Timeout After An Administratively-Configurable Maximum Time Period Regardless Of Activity (An Absolute Timeout).,sec
All Pages That Require Authentication Have Easy And Visible Access To Logout Functionality.,sec
"The Session Id Is Never Disclosed In Urls, Error Messages, Or Logs. This Includes Verifying That The Application Does Not Support Url Rewriting Of Session Cookies.",sec
All Successful Authentication And Re-Authentication Generates A New Session And Session Id.,sec
Only Session Ids Generated By The Application Framework Are Recognized As Active By The Application.,sec
"Session Ids Are Sufficiently Long, Random And Unique Across The Correct Active Session Base.",sec
"Session Ids Stored In Cookies Have Their Path Set To An Appropriately Restrictive Value For The Application, And Authentication Session Tokens Additionally Set The “Httponly” And “Secure” Attributes",sec
The Application Limits The Number Of Active Concurrent Sessions.,sec
An Active Session List Is Displayed In The Account Profile Or Similar Of Each User. The User Should Be Able To Terminate Any Active Session.,sec
The User Is Prompted With The Option To Terminate All Other Active Sessions After A Successful Change Password Process.,sec
"Access To Sensitive Records Is Protected, Such That Only Authorized Objects Or Data Is Accessible To Each User (For Example, Protect Against Users Tampering With A Parameter To See Or Alter Another User'S Account).",sec
Access Controls Fail Securely.,sec
The Same Access Control Rules Implied By The Presentation Layer Are Enforced On The Server Side.,sec
There Is A Centralized Mechanism (Including Libraries That Call External Authorization Services) For Protecting Access To Each Type Of Protected Resource.,sec
All Access Control Decisions Can Be Logged And All Failed Decisions Are Logged.,sec
The Application Or Framework Uses Strong Random Anti-Csrf Tokens Or Has Another Transaction Protection Mechanism.,sec
"The System Can Protect Against Aggregate Or Continuous Access Of Secured Functions, Resources, Or Data. For Example, Consider The Use Of A Resource Governor To Limit The Number Of Edits Per Hour Or To Prevent The Entire Database From Being Scraped By An Individual User.",sec
The Application Correctly Enforces Context-Sensitive Authorisation So As To Not Allow Unauthorised Manipulation By Means Of Parameter Tampering.,sec
"The Runtime Environment Is Not Susceptible To Buffer Overflows, Or That Security Controls Prevent Buffer Overflows.",sec
Server Side Input Validation Failures Result In Request Rejection And Are Logged.,sec
Input Validation Routines Are Enforced On The Server Side.,sec
A Single Input Validation Control Is Used By The Application For Each Type Of Data That Is Accepted.,sec
"All Sql Queries, Hql, Osql, Nosql And Stored Procedures, Calling Of Stored Procedures Are Protected By The Use Of Prepared Statements Or Query Parameterization, And Thus Not Susceptible To Sql Injection",sec
"The Application Is Not Susceptible To Ldap Injection, Or That Security Controls Prevent Ldap Injection.",sec
"The Application Is Not Susceptible To Os Command Injection, Or That Security Controls Prevent Os Command Injection.",sec
The Application Is Not Susceptible To Remote File Inclusion (Rfi) Or Local File Inclusion (Lfi) When Content Is Used That Is A Path To A File.,sec
"The Application Is Not Susceptible To Common Xml Attacks, Such As Xpath Query Tampering, Xml External Entity Attacks, And Xml Injection Attacks.",sec
"Ensure That All String Variables Placed Into Html Or Other Web Client Code Is Either Properly Contextually Encoded Manually, Or Utilize Templates That Automatically Encode Contextually To Ensure The Application Is Not Susceptible To Reflected, Stored And Dom Cross-Site Scripting (Xss) Attacks.",sec
"If The Application Framework Allows Automatic Mass Parameter Assignment (Also Called Automatic Variable Binding) From The Inbound Request To A Model, Verify That Security Sensitive Fields Such As “A Ccountbalance ”, “R Ole ” Or “P Assword ” Are Protected From Malicious Automatic Binding.",sec
"The Application Has Defenses Against Http Parameter Pollution Attacks, Particularly If The Application Framework Makes No Distinction About The Source Of Request Parameters (Get, Post, Cookies, Headers, Environment, Etc.)",sec
"Client Side Validation Is Used As A Second Line Of Defense, In Addition To Server Side Validation.",sec
"All Input Data Is Validated, Not Only Html Form Fields But All Sources Of Input Such As Rest Calls, Query Parameters, Http Headers, Cookies, Batch Files, Rss Feeds, Etc; Using Positive Validation (Whitelisting), Then Lesser Forms Of Validation Such As Greylisting (Eliminating Known Bad Strings), Or Rejecting Bad Inputs (Blacklisting).",sec
"Structured Data Is Strongly Typed And Validated Against A Defined Schema Including Allowed Characters, Length And Pattern (E.G. Credit Card Numbers Or Telephone, Or Validating That Two Related Fields Are Reasonable, Such As Validating Suburbs And Zip Or Post Codes Match).",sec
"Unstructured Data Is Sanitized To Enforce Generic Safety Measures Such As Allowed Characters And Length, And Characters Potentially Harmful In Given Context Should Be Escaped (E.G. Natural Names With Unicode Or Apostrophes, Such As ねこ Or O'Hara)",sec
Make Sure Untrusted Html From Wysiwyg Editors Or Similar Are Properly Sanitized With An Html Sanitizer And Handle It Appropriately According To The Input Validation Task And Encoding Task.,sec
"For Auto-Escaping Template Technology, If Ui Escaping Is Disabled, Ensure That Html Sanitization Is Enabled Instead.",sec
"Data Transferred From One Dom Context To Another, Uses Safe Javascript Methods, Such As Using .Innertext And .Val.",sec
"When Parsing Json In Browsers, That Json.Parse Is Used To Parse Json On The Client. Do Not Use Eval() To Parse Json On The Client.",sec
"Authenticated Data Is Cleared From Client Storage, Such As The Browser Dom, After The Session Is Terminated.",sec
"All Cryptographic Modules Fail Securely, And Errors Are Handled In A Way That Does Not Enable Oracle Padding.",sec
"All Random Numbers, Random File Names, Random Guids, And Random Strings Are Generated Using The Cryptographic Module’S Approved Random Number Generator When These Random Values Are Intended To Be Not Guessable By An Attacker.",sec
Cryptographic Algorithms Used By The Application Have Been Validated Against Fips 140-2 Or An Equivalent Standard.,sec
Cryptographic Modules Operate In Their Approved Mode According To Their Published Security Policies.,sec
"There Is An Explicit Policy For How Cryptographic Keys Are Managed (E.G., Generated, Distributed, Revoked, And Expired). Verify That This Key Lifecycle Is Properly Enforced.",sec
"All Consumers Of Cryptographic Services Do Not Have Direct Access To Key Material. Isolate Cryptographic Processes, Including Master Secrets And Consider The Use Of A Virtualized Or Physical Hardware Key Vault (Hsm).",sec
Personally Identifiable Information Should Be Stored Encrypted At Rest And Ensure That Communication Goes Via Protected Channels.,sec
"Sensitive Passwords Or Key Material Maintained In Memory Is Overwritten With Zeros As Soon As It No Longer Required, To Mitigate Memory Dumping Attacks.",sec
"All Keys And Passwords Are Replaceable, And Are Generated Or Replaced At Installation Time.",sec
"The Application Does Not Output Error Messages Or Stack Traces Containing Sensitive Data That Could Assist An Attacker, Including Session Id, Software/Framework Versions And Personal Information",sec
Error Handling Logic In Security Controls Denies Access By Default.,sec
Security Logging Controls Provide The Ability To Log Success And Particularly Failure Events That Are Identified As Security-Relevant.,sec
All Events That Include Untrusted Data Will Not Execute As Code In The Intended Log Viewing Software.,sec
"The Application Does Not Log Sensitive Data As Defined Under Local Privacy Laws Or Regulations, Organizational Sensitive Data As Defined By A Risk Assessment, Or Sensitive Authentication Data That Could Assist An Attacker, Including User’S Session Identifiers, Passwords, Hashes, Or Api Tokens.",sec
"All Non-Printable Symbols And Field Separators Are Properly Encoded In Log Entries, To Prevent Log Injection.",sec
Log Fields From Trusted And Untrusted Sources Are Distinguishable In Log Entries.,sec
An Audit Log Or Similar Allows For Non-Repudiation Of Key Transactions.,sec
Security Logs Have Some Form Of Integrity Checking Or Controls To Prevent Unauthorized Modification.,sec
The Logs Are Stored On A Different Partition Than The Application Is Running With Proper Log Rotation.,sec
Time Sources Should Be Synchronized To Ensure Logs Have The Correct Time,sec
"All Forms Containing Sensitive Information Have Disabled Client Side Caching, Including Autocomplete Features.",sec
"The List Of Sensitive Data Processed By The Application Is Identified, And That There Is An Explicit Policy For How Access To This Data Must Be Controlled, Encrypted And Enforced Under Relevant Data Protection Directives.",sec
"All Sensitive Data Is Sent To The Server In The Http Message Body Or Headers (I.E., Url Parameters Are Never Used To Send Sensitive Data).",sec
"The Application Sets Appropriate Anti-Caching Headers As Per The Risk Of The Application, Such As The Following: 
Expires: Tue, 03 Jul 2001 06:00:00 Gmt
Last-Modified: {Now} Gmt
Cache-Control: No-Store, No-Cache, Must-Revalidate, Max-Age=0
Cache-Control: Post-Check=0, Pre-Check=0
Pragma: No-Cache",sec
"On The Server, All Cached Or Temporary Copies Of Sensitive Data Stored Are Protected From Unauthorized Access Or Purged/Invalidated After The Authorized User Accesses The Sensitive Data.",sec
There Is A Method To Remove Each Type Of Sensitive Data From The Application At The End Of The Required Retention Policy.,sec
The Application Has The Ability To Detect And Alert On Abnormal Numbers Of Requests For Data Harvesting For An Example Screen Scraping.,sec
"Data Stored In Client Side Storage (Such As Html5 Local Storage, Session Storage, Indexeddb, Regular Cookies Or Flash Cookies) Does Not Contain Sensitive Data Or Pii.",sec
"Accessing Sensitive Data Is Logged, If The Data Is Collected Under Relevant Data Protection Directives Or Where Logging Of Accesses Is Required.",sec
"Sensitive Information Maintained In Memory Is Overwritten With Zeros As Soon As It No Longer Required, To Mitigate Memory Dumping Attacks.",sec
