Initial number,Requirement,Context (Keywords),Name of Doc,Sec / Not Sec,Labeled by,Comments,
6347,The QEDC shall keep the results of each quality test for each observation for the life of the observation.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6350,The QEDC shall maintain observations and their associated quality flags for seven days.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6356,The QEDC shall support queries against all of its available observation datasets.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
6354,The QEDC shall support queries for its observations.,Qualified Environmental Data (QEDC),2005 - clarus low.pdf,0,Руфина,,
1976,"The query functionality discussed in this section will give users the ability to view Service Provider and Subscription data. A user may not be able to modify a particular data item because they do not have the proper security permissions, therefore the data is made available via NPAC SMS for read‑only purposes.",Service Provider Queries,npac.doc,0,Кирилл,,
3804,The query request may require data to be sourced from different storage locations.,Data Management,nlm.doc,0,Кирилл,,
824,The RAM scrub software shall (3.3.8.15) at most use 1% of an FCP CPU duty cycle.,Memory Management,nasa x38.doc,0,Кирилл,,
4375,The raw data used to create reports shall be kept in the RLCS for a minimum period of 13 months prior to backing up to tapes or other secondary storage media.,Performance,2004 - rlcs,0,Айдар,,
827,The re-align function shall (3.3.8.12) write the voted value from the good channels into the target channel.,Memory Management,nasa x38.doc,0,Кирилл,,
828,The re-align function shall (3.3.8.13) be allowed only when permitted by the Vehicle/Mission Manager.,Memory Management,nasa x38.doc,0,Кирилл,,
552,The re-align function shall [SRS186] write the voted value from the currently synchronized channels into the target channel.,Memory Management Services,nasa x38.doc,0,Кирилл,,
5262,The Real-time Grid Operators are trained at least annually for system restoration including the use of Black Start capable units. The training encompasses the integrated coordination of the following: NERC requirements; WECC requirements; E-501 - System Restoration; E-501A Black Start Capable Units; Black Start Capability Plan; Simulations of full or partial system shutdowns and restoration (including a critique report of the simulation).,Training,caiso.pdf,0,Василий,,
2776,The Receiving Associate can print temporary acquisition labels for items that require further processing.,Receive Acquisition,inventory-2.0.pdf,0,Кирилл,,
4670,The recipient name(s) are used to create (if required) Entities under the “People” category. The Associate is then linked to each Entity. ,Functionality,2005 - znix,0,Айдар,,
2604,The recipient shall call the sender by phone for further confirmation and provide the sender with the MD5 hash of the whole list.,Security,npac.doc,1,Кирилл,,
5369,"The region would be the area that fell within the buffer distance entered, and the time of interest would also be entered.",Functional Requirements,water use.pdf,0,Василий,,
151,The Registry shall provide standard APIs as specified in Appendix B.,REGISTRY SERVICES EXTERNAL INTERFACE REQUIREMENTS,dii.htm,0,Кирилл,,
154,The Registry software shall be portable and required to execute on COE-compliant platforms.,REGISTRY SERVICES ENVIRONMENT REQUIREMENTS,dii.htm,0,Кирилл,,
4729,The remaining processors will be running the Data Processing functions.,Overall Description,2002 - evla back.pdf,0,Вячеслав,,
1056,"The remote Center Control GUI shall be designed to execute on a public network (e.g., Internet) and transmit equipment requests to the C-2-C software system.",Remote Control GUI,ctc-network.pdf,0,Кирилл,,
1077,The Remote Control GUI shall be implemented using C/C++ and ESRI Map Objects.,Design and Implementtation Requirements,ctc-network.pdf,0,Кирилл,,
4120,The report would merge the transit to and transit from into one report for ease of front-line staff use.,Inventory Control,2032 - library.doc,0,Кирилл,,
4058,The reporting functionality utilizes the Microsoft Excel (.XLS) and Adobe Portable Document Format (.PDF) for report outputs.,Performance Requirements,virtual ed.doc,0,Кирилл,,
3905,The Repository System keeps an audit trail of all actions.,Preservation Planning,nlm.doc,0,Кирилл,,
659,The resolution of the timestamp shall (3.2.2.7.5) be 1.28 microseconds.,Timestamps,nasa x38.doc,0,Кирилл,,
2739,The resource accounting measurements will not cause degradation in the performance of the basic functions of the NPAC.,Billing,npac.doc,0,Кирилл,,
5410,"The resources to include are pumpage, new projects, and rainfall.",Functional Requirements,water use.pdf,0,Василий,,
1123,"The response times of most operational functions and, therefore, of the related communication does not need to be much faster than one second (human time scale).",Performance,elsfork.pdf,0,Кирилл,,
4485,The response to a change in the orientation should be fast enough to avoid interrupting the user's flow of thought.,Performance Requirements,2005 - grid 3D,0,Айдар,,
5471,The results from queries need to be consistent and reliable over time.,Reliability,water use.pdf,0,Василий,,
1118,The rights for each user to operate functions and to see data on different levels in the object hierarchy might be necessary to set.,Security,elsfork.pdf,1,Кирилл,,
4347,The RLCS application software shall update and read database tables to support system operations.,Functional Requirements,2004 - rlcs,0,Айдар,,
4348,The RLCS application software shall Update and read password and device rule data in encrypted format.,Functional Requirements,2004 - rlcs,1,Айдар,,
4346,The RLCS database stores information needed to operate the RLCS as well as historical transaction data to generate reports of system operations.,Functional Requirements,2004 - rlcs,0,Айдар,,
4390,"The RLCS must be available 24/7, 365 days per year, The normal operating mode is Monday through Friday, between 5:00am and 8:00pm, but the system must be functional in order to stay in its closed state after hours, If there is a failure, recovery time must be no greater than 10 minutes, and total yearly uptime must be at least 99.99% (.01% downtime, or approximately 50 minutes per year).",RLCS Application Software Attributes,2004 - rlcs,0,Айдар,,
4388,The RLCS must be built with redundant capabilities to ensure uninterrupted operation. ,RLCS Application Software Attributes,2004 - rlcs,0,Айдар,,
4386,The RLCS must demonstrate the ability to function continuously without needing to be reset or rebooted due to an RLCS error for at least 30 consecutive days.,RLCS Application Software Attributes,2004 - rlcs,0,Айдар,,
4379,The RLCS must support the following data transfer performance goals: The number of kbits transmitted for a single polling event of all device sensors is estimated to be # of sensors x bytes/status command x 8bits/byte x 1k/1000=205 x 200 x 8 x 1/1000= 328 kbits.,Performance,2004 - rlcs,0,Айдар,,
4368,"The RLCS notification to the operator workstation of any critical alarms shall occur within 2 seconds of alarm detection, and shall occur whether or not an operator is logged on to the system.",Performance,2004 - rlcs,0,Айдар,,
4370,The RLCS shall detect alarm conditions within 2 seconds of occurrence.,Performance,2004 - rlcs,0,Айдар,,
4340,The RLCS shall execute stored operational control command sequences based on the current system mode of operation and the schedule for each sequence.,Functional Requirements,2004 - rlcs,0,Айдар,,
4382,"The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use, The processing code at the FCU and DCU controllers shall be resident in non-volatile memory.",Design Constraints,2004 - rlcs,1,Айдар,,
4383,"The RLCS shall incorporate a database to store, process, and retrieve all data necessary to secure the system from unauthorized use.",Design Constraints,2004 - rlcs,1,Айдар,,
4311,"The RLCS shall monitor all field device sensors, and shall process operator requests for changing field device status.",Functional Requirements,2004 - rlcs,0,Айдар,,
4341,The RLCS shall present scheduled command operations to the operator at the GUI for confirmation prior to executing the command.,Functional Requirements,2004 - rlcs,0,Айдар,,
4362,The RLCS shall receive device status information from devices sensors within 2 seconds of the status information being issued by the device sensor.,Performance,2004 - rlcs,0,Айдар,,
4345,"The RLCS shall store, process, and retrieve all data necessary to operate the application software as well as generate current and historical reports of system operations, and export system status data to an external server data store, The RLCS shall also store, process, and retrieve all data necessary to secure the system from unauthorized use, A commercial off-the-shelf database management system shall be used for this function.",Functional Requirements,2004 - rlcs,0,Айдар,,
4372,The RLCS shall support at a minimum the 4 daily ‘normal’ mode open and close scheduled operations plus at least the same number of ‘emergency’ and ‘maintenance’ mode scheduled events.,Performance,2004 - rlcs,0,Айдар,,
4364,"The RLCS shall support multiple users logged on, up to the limit of the number of users defined in the database.",Performance,2004 - rlcs,0,Айдар,,
4391,The RLCS shall support remote system administration and maintenance of the system.,RLCS Application Software Attributes,2004 - rlcs,0,Айдар,,
4392,"The RLCS shall utilize an open architecture that is modular and scaleable, The system will be scaled up to a maximum of two additional DCU controllers, each with the number of devices currently at DCU Location 1, plus four additional CMS, and twenty additional contact closures).",RLCS Application Software Attributes,2004 - rlcs,0,Айдар,,
4330,"The RLCS software in the field shall first identify the its unit when it starts, by reading the cabinet id, The RLCS software will then proceed to make sure that all the cards required in that unit are present and working properly, the RLCS software will do a control system integrity check ( see requirement 3.0.9) and initialize all the specified tables, If everything is OK the start up process shall not exceed 30 seconds, The RLCS software shall then monitor all the devices and send the current status to the FCU or TSU every 2 seconds (or at the rate specified in the System Control Parameters for the current mode).",Functional Requirements,2004 - rlcs,0,Айдар,,
4331,"The RLCS software shall be designed to allow for future changes to the roadway without requiring programming effort, Updating non-volatile memory-based tables shall be sufficient to accommodate future changes to the roadway, Some examples of future changes to the facility include, change in the number of closure devices, change in the number of entrances to lanes, change in the number of changeable message signs, Different closure devices, and different operational procedures.",Functional Requirements,2004 - rlcs,0,Айдар,,
4280,"The RLCS software shall display information about active overrides: Which are active, and which devices have no currently active 'rules protection' against erroneous opening/closing.",Functional Requirements,2004 - rlcs,1,Айдар,,
4270,The RLCS software shall have a logon screen for the GUI.,Functional Requirements,2004 - rlcs,0,Айдар,,
4329,The RLCS software shall initialize each control unit and device sensor as it is identified.,Functional Requirements,2004 - rlcs,0,Айдар,,
4313,"The RLCS software shall monitor, display, and update the database with the status of all system field elements, Any change in device state shall be reported on the screen not later than 2 seconds from the time it occurs, In addition to monitoring field devices the system shall also monitor field controllers and connected on the RLCS network for control system integrity, The system shall report any users logged in RLCS network computers any time and all commands issued in the field units.",Functional Requirements,2004 - rlcs,0,Айдар,,
4267,The RLCS software shall send to and receive data from the field device I/O cards through I/O driver software.,External Interface Requirements,2004 - rlcs,0,Айдар,,
4310,The RLCS software will monitor the status of all field devices and will process requests for changing field device status.,Functional Requirements,2004 - rlcs,0,Айдар,,
3356,The RSS Number will require to be padded with trailing X’s to ensure that it is always 6 characters in length.,Data Transmission,fishing.pdf,0,Кирилл,,
1283,The Run menu shall contain items related to executing the HATS-SML programs.,User Interface,hats.pdf,0,Кирилл,,
1311,The Run/Execute Transforms menu item shall provide an interface for selecting and executing transformation language programs.,User Interface,hats.pdf,0,Кирилл,,
1308,The Run/Generate Parser menu item shall provide an interface for generating a parser program.,User Interface,hats.pdf,0,Кирилл,,
1310,The Run/Parse Program menu item shall provide an interface for selecting and parsing transformation language programs.,User Interface,hats.pdf,0,Кирилл,,
1309,The Run/Parse Target menu item shall provide an interface for selecting and parsing target programs.,User Interface,hats.pdf,0,Кирилл,,
1312,The Run/Pretty-print menu item shall provide an interface for selecting SDTs and pretty-print style files and formatting the SDT according to the style.,User Interface,hats.pdf,0,Кирилл,,
2781,The sale of the item is processed by QuickBooks POS and the inventory must be updated accordingly.,Sell Item,inventory-2.0.pdf,0,Кирилл,,
5457,The same datasets need to be used by all departments or sections of the District.,Usability,water use.pdf,0,Василий,,
1205,The sampling rate of analogue val- ues shall be high enough to characterise events and to determine the cause of faults.,Analogue values,elsfork.pdf,0,Кирилл,,
1577,The scheduled job in its appropriate host and queue.,Functionality. Dispatch Job,libra.doc,0,Кирилл,,
371,"The scheduler allows the application to create lists of tasks that run during a given segment of time, at various rates.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
773,"The Scheduler in the FTPP shall (3.3.4.16) keep all redundant copies of a process, which are executing in different computers, in synchronization.",Scheduler,nasa x38.doc,0,Кирилл,,
1576,The scheduler sends the job to the appropriate queue and it joins the competition for resources.,Functionality. Dispatch Job,libra.doc,0,Кирилл,,
757,"The Scheduler shall (3.3.4.1) support three rate groups: 50 Hz (minor frame), 10 Hz (medium frame), and 1 Hz (major frame).",Scheduler,nasa x38.doc,0,Кирилл,,
767,"The Scheduler shall (3.3.4.12) detect 50 Hz, 10 Hz, and 1 Hz frame overruns at the next frame following the end of their respective rate boundaries.",Scheduler,nasa x38.doc,0,Кирилл,,
768,The Scheduler shall (3.3.4.13) attempt recovery from a frame overrun according to the following policy:,Scheduler,nasa x38.doc,0,Кирилл,,
759,The Scheduler shall (3.3.4.3) set the timer to a count down value so as to cause the next minor frame interrupt at 20 msec (+/- 330 usecs) from the previous interrupt congruently in all operational FCPs.,Scheduler,nasa x38.doc,0,Кирилл,,
762,The Scheduler shall (3.3.4.5) place processing time bounds on all rate groups to ensure that no rate group monopolizes the FCC's processor.,Scheduler,nasa x38.doc,0,Кирилл,,
378,The scheduler shall [SRS017] provide an API call to install a task into a rate group. The API call is invoked during system initialization.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
380,The scheduler shall [SRS018] provide an API call to install a rate group into a vehicle mode at system initialization.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
384,The scheduler shall [SRS019] provide an API call for an FCP application task to alert the scheduler of a vehicle mode change.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
385,The scheduler shall [SRS020] complete the change from one vehicle mode to the next within 1.02 seconds.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
387,The scheduler shall [SRS021] process vehicle mode changes during minor frame 49.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
388,"The scheduler shall [SRS022] execute cyclic tasks, providing an API call to allow the application to block until its next iteration.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
389,The scheduler shall [SRS024] execute as the highest priority FTSS or application task in the system.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
390,The scheduler shall [SRS025] keep a minor frame count from 0 to 49.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
391,"The scheduler shall [SRS027] give tasks priority values according to their rate - the higher the rate, the higher the priority.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
392,"The scheduler shall [SRS028] detect 50 Hz, 10 Hz and 1 Hz rate group over-runs.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
393,The scheduler shall [SRS029] report rate group over-runs to the application via an API service for incorporation in the telemetry data stream.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
395,The scheduler shall [SRS030] provide a mechanism to inform a task when it did not complete during the previous frame and restart it at the beginning of the task.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
415,The scheduler shall [SRS031] provide a mechanism for a task optionally to define a user written software-exception-handling routine that runs in the context of the task.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
397,The scheduler shall [SRS032] issue a 50 Hz interrupt to the ICPs by means of a VMEbus IRQ5 interrupt.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
399,"The scheduler shall [SRS033] send the minor frame number, vehicle mode, mission elapsed time (MET), and separation elapsed time (SEP) to the ICP prior to the 50 Hz interrupt. Note: The NE unique identifier (NE ID) is available to the ICPs via the ftss_my_icp() API call.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
400,The scheduler shall [SRS034] take no longer than 1 millisecond to execute scheduler and Time Services FTSS overhead tasks in each rate group.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
404,"The scheduler shall [SRS035] provide rate groups that execute at 50 Hz, 10 Hz and 1 Hz., with a drift rate no greater than 50 microseconds per second, and with a jitter no greater than 330 microseconds.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
405,The scheduler shall [SRS037] provide a method to schedule tasks at a set rate and in a set order within the rate group.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
407,The scheduler shall [SRS039] rely on the order used in adding tasks to a rate group to determine the task priorities.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
408,"The scheduler shall [SRS042] provide a method for a task to be scheduled as a 50 Hz ""helper"" task for source congruency input exchanges and voted output exchanges that starts in a particular minor frame but runs only during every 5th or 50th minor frame, effectively running at a lower, sub-rate, 10 Hz or 1 Hz, respectively.",CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
396,The scheduler shall [SRS181] set the 50 Hz interval timer to a count down value so as to cause the next minor frame interrupt at 20 msec from the previous interrupt congruently in all operational FCPs.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
398,The scheduler shall [SRS191] issue the 50 Hz interrupt to all the ICPs with a skew no greater than 330 microseconds.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
382,The scheduler shall [SRS195] support up to 5 vehicle modes.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
379,The scheduler shall [SRS196] support up to 20 tasks per rate group.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
381,The scheduler shall [SRS197] support up to 3 rate groups per vehicle mode.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
406,The scheduler shall [SRS198] execute all the tasks in each of the rate groups that have been installed in the current mode.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
394,The scheduler shall [SRS216] provide an API call to specify which task was running within the rate group which over-ran.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
409,The scheduler shall [SRS270] provide a task deadline capability that allows the application to specify which minor frame a task should start in and finish in.,CSCI Capability Requirements,nasa x38.doc,0,Кирилл,,
1588,The scheduler will not support job migration for the purpose of decreasing resource fragmentation.,Reliability,libra.doc,0,Кирилл,,
4008,The SCM system will use TCP/IP as the main communication protocol trough internet/network.,Interface,viper.doc,0,Кирилл,,
774,"The scope of FDIR shall (3.3.5.1) be limited to the hardware on the four FCP boards, the four MPCC/CTC boards, the five ICPs, and the five NEs.","Fault Detection, Identification, and Recovery",nasa x38.doc,0,Кирилл,,
4010,The scope of our system does not require to interact with other interfaces but it can be customized.,Interface,viper.doc,0,Кирилл,,
274,"The score limit for a hand, all players' names, icons and seating positions, the tiles of the human and CO (optional) player supported on the MultiMahjongClient.",Functional requirements,multi-mahjong.pdf,0,Кирилл,,
649,The scoreboard syndromes shall (3.2.2.6.5) be located in the third longword of the input information block buffer cell.,Error Syndrome Reports,nasa x38.doc,0,Кирилл,,
2908,"The screen should display all items for the selected department or category that match the selected filter criteria including attributes, features and/or detail fields",User Interface,inventory-2.0.pdf,0,Кирилл,,
2774,"The screens used for the acquisition process should simplify and expedite the data entry process, allowing the Receiving Associate to enter only the information needed to generate the donation receipt.",Receive Acquisition,inventory-2.0.pdf,0,Кирилл,,
5927,The search feature should be present in two ways.,Specific Requirements,puget sound.pdf,0,Василий,,
6059,"The second type, administrator, shall be permitted all the privileges of the general user plus those identified in Table 2. ",Functionality,2003 - pnnl.pdf,1,Руфина,,
5134,The Seller may use this Document to notify the Buyer of shipping details via a third party carrier and to notify partial or complete delivery of an order.,Documents,2004 - e-procurement.rtf,0,Вячеслав,,
4673,"The sender’s name is used to create Entities, under the category “People”. The Associate is then linked to this Entity.",Functionality,2005 - znix,0,Айдар,,
428,The sending and receiving end points may live on the same virtual group or on different virtual groups.,Memory Management Services,nasa x38.doc,0,Кирилл,,
840,The SEP shall (3.3.10.13) measure real-time from this event with an accuracy of at most 50 Parts Per Million (PPM).,Time Management,nasa x38.doc,0,Кирилл,,
841,"The SEP shall (3.3.10.14) have a resolution of 20 msec. for 50 Hz tasks, 100 msec for 10 Hz tasks, and 1 second for 1 Hz tasks.",Time Management,nasa x38.doc,0,Кирилл,,
842,The SEP shall (3.3.10.15) be able to increment to at least 1 day without rolling over.,Time Management,nasa x38.doc,0,Кирилл,,
843,The SEP shall (3.3.10.16) be congruent across all FCP members.,Time Management,nasa x38.doc,0,Кирилл,,
4649,The server machine must have all necessary software to run an ASP.NET application.,Functional Requirements,2005 - pontis,0,Айдар,,
6014,The server requires at least a 1GHz processor and 512 MB of system memory for each group of 50 employee or consumer users.,Overall Description ,2004 - colorcast.pdf,0,Руфина,,
1655,The service provider responsible for the NPA split communicates NPA Split information to the NPAC.,NPA Splits,npac.doc,0,Кирилл,,
940,"The set of standard widgets contains widgets of the following types: screen, to define properties for a whole screen; dialog, to provide a container for other widgets, excluding screens; text, to provide a field to display a text string; button, to trigger specific actions on a user request; slider, to show the current state of an analogue value, e.g. volume; picture, to display a bitmap, e.g. a logo.",Functional specs,beyond.pdf,0,Кирилл,,
167,"The shopping cart will clearly display the number of items in the cart, along with the total cost.",Functional Requirements,gamma j.pdf,0,Кирилл,,
1207,The size of the buffers for analogue values shall correspond to a time span starting at 1 minute before a triggering and ending at 1 minute after a triggering.,Analogue values,elsfork.pdf,0,Кирилл,,
713,"The skew between NEs, measured at delivery of messages to dual-port RAM accessible by the processors via the VME bus, shall (3.2.3.2.6) be no more than 100 nsecs.",Operational Characteristics,nasa x38.doc,0,Кирилл,,
6143,The smallest time interval displayed by the diagnostic history window is one week.,Interfaces,2003 - pnnl.pdf,0,Руфина,,
2346,"The SOA to NPAC SMS Interface and the NPAC SMS to Local SMS Interface shall be open, non-proprietary interfaces and will not become the property of any entity.",NPAC SMS Interfaces,npac.doc,0,Кирилл,,
952,The software (firmware) should be able to control all the available hardware and the hardware state should be accessible to the firmware and be exposed to the UI-Code.,Functional specs,beyond.pdf,0,Кирилл,,
953,The software architecture of the firmware should allow the extension with additional functionality.,Functional specs,beyond.pdf,0,Кирилл,,
4846,The software part of the system shall be able to perform without total system restart due to internal failure between array maintenance windows.,Reliability/Availability,2002 - evla back.pdf,0,Вячеслав,,
4934,The software part of the system shall be able to perform without total system restart due to internal failure between system maintenance windows.,Reliability/Availability,2002 - evla corr.pdf,0,Вячеслав,,
719,"The software shall (3.3.1.2) be written in the C programming language, with the exception of the system loader software which may be written in scripts, and operate on a PowerPC 604R.",Programming Language and Operating System,nasa x38.doc,0,Кирилл,,
5021,"The software shall support the ability to enter, store, and update parent, child and billing information.",Account Information,2005 - nenios.html,0,Вячеслав,,
964,The software structure of the firmware should be suitable for adding a ‘UI- interpreter’ (to interpret and visualize the UI code generated by the UI Editor).,Functional specs,beyond.pdf,0,Кирилл,,
949,The software structure of the firmware should be suitable for adding a ‘UI- interpreter’ (to interprete and visualize the UI code generated by the UI Editor; so a very important component in this project).,Functional specs,beyond.pdf,0,Кирилл,,
341,The software will run on any machine that is capable of running a Java Virtual Machine that supports JDK 1.2 (see Section 5.3).,Non-functional requirements,multi-mahjong.pdf,0,Кирилл,,
2828,The sold item should be able to be viewed in Salesforce and flagged as „stored on-site‟ with an automatic „pick up date‟ calculated for seven days out. Staff can print a sold tag that is affixed to the sold item.,On-Site Storage,inventory-2.0.pdf,0,Кирилл,,
4466,The solution must be produced in a timely manner – see time restrictions.,Solution Constraints,2005 - grid 3D,0,Айдар,,
6,"The solution should enable the help-desk user to view the reports on the submitted defects or enhancement requests category-wise, status-wise, and age- wise.",Support Module,cctns.pdf,0,Кирилл,,
5,The solution should enable the user to track the submitted defect or enhancement request.,Support Module,cctns.pdf,0,Кирилл,to discuss,
3,The solution should provide an interface for the user to log any defects or enhancement requests on the application and track thereafter.,Support Module,cctns.pdf,0,Кирилл,to discuss,
1,The solution should provide detailed context-sensitive help material for all the possible actions and scenarios on all user interfaces in the application.,Help Module,cctns.pdf,0,Кирилл,,
4,"The solution should send alerts (e.g., email, SMS) to the user if the user chooses to whenever any action has been taken on the alert",Support Module,cctns.pdf,0,Кирилл,,
3695,The source code developed for this system shall be maintained in configuration management tool.,Supportability,e-store.doc,0,Кирилл,,
2916,"The Split Item link is only present if user is a Manager, Director or Inventory Administrator.",User Interface,inventory-2.0.pdf,0,Кирилл,,
6483,The SS shall be able to initiate a QEDS response.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6490,The SS shall be able to initiate CS.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6485,The SS shall be able to initiate QChS.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6489,The SS shall be able to store event schedules.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
6487,The SS shall record when it initiates actions.,Schedule Service (SS),2005 - clarus low.pdf,0,Руфина,,
5270,"The stock query instruction should has three parameters: stock ID，query content, some restrict parameter。",Validation Criteria,central trading system.pdf,0,Василий,Japanese stop and weird space,
690,"The storage (i.e., non-operating) temperature range for the flight NE shall (3.2.3.1.3.1.3) be from -30 °C to 60 °C.",Temperature,nasa x38.doc,0,Кирилл,,
669,The storage temperature range shall (3.2.3.1.1.4) be from - 30º to + 60º C.,Prototype NE Physical Characteristics,nasa x38.doc,0,Кирилл,,
3353,The subject header must consist of a character string containing ‘ERS – ‘ prefixed to the contents of the GBRRN attribute of the Electronic Logbook data being transmitted. The GBRRN attribute is defined in the UK XML/XSD.,Data Transmission,fishing.pdf,0,Кирилл,,
6108,"The subsystem window shall be modal to the building window, the condition window modal to the subsystem window, and the diagnostic history and diagnostic information windows shall be modal to the condition window.",Usability,2003 - pnnl.pdf,0,Руфина,,
6134,The subsystems window shall list subsystems monitored for a specific building and summarizing the current diagnostic status of all monitored subsystems.,Interfaces,2003 - pnnl.pdf,0,Руфина,,
6150,"The subsystems window, condition window, and diagnostic information window shall display a title that indicates its specific location or absolute path in the navigation hierarchy of windows.",Interfaces,2003 - pnnl.pdf,0,Руфина,,
2765,The suggested prices should be calculated based on the original and sale prices of similar items that currently exist or existed in the inventory in the past.,Suggest Price,inventory-2.0.pdf,0,Кирилл,,
4778,"The summation will occur after all optional frequency domain processing, or if none, after the Fourier Transform.",Functional Requirements,2002 - evla back.pdf,0,Вячеслав,,
7,The support solution should be accessible to the users both from within the application and also outside the application through a browser interface.,Support Module,cctns.pdf,0,Кирилл,,
745,The surviving triplex shall (3.3.2.5) attempt to sync with the failed FCP.,Start Up,nasa x38.doc,0,Кирилл,,
4545,"The system administrator shall be able to configure the recalculation behavior of the derived data, The options shall include 1) do nothing, 2) alert user that recalculation is required and give option to recalculate before update/save, and 3) recalculate silently with no confirmation prompt when user saves the inspection.",Functional Requirements,2005 - pontis,0,Айдар,,
3538,The system allows for the backup of the data system to local or remote non-volatile storage systems. Incremental backups should not create outages and full backups do not interfere with user interaction for more than 10 minutes. Priority 1,Security Requirements,mashboot.pdf,1,Кирилл,,
3542,The system allows only valid users to log into the system.,Security Requirements,mashboot.pdf,1,Кирилл,,
3547,The system allows the System Administrator to configure a timeout after which a user is automatically logged out of Mashbot.,Security Requirements,mashboot.pdf,1,Кирилл,,
3523,The system allows user accounts to be deactivated.,Functional Requirements,mashboot.pdf,0,Кирилл,,
105,"The System be scaleable and must not have any features which would preclude use in small or large police stations, with varying numbers of cases handled.",Performance and Scalability,cctns.pdf,0,Кирилл,,
4699,The system can be used fully with a keyboard.,Functional Requirements,2005 - triangle,0,Айдар,,
4700,The system can be used fully with a mouse.,Functional Requirements,2005 - triangle,0,Айдар,,
4138,The system can generate a report of the value of items (based on data in item record) in the entire collection or a portion.,Financial Records,2050 - library.doc,0,Кирилл,,
4135,"The system can generate a report of transactions (holds placed, holds filled, and check-outs) per patron, per library, per selected group o libraries, per system, per county.",Transaction Records,2047 - library.doc,0,Кирилл,,
4029,The system can operate in any of the latest Microsoft operating systems with the latest .Net framework.,Software System Attributes,viper.doc,0,Кирилл,,
4134,"The system counts all hold requests, including how the hold was placed: at a staff desk, at a public computer inside the library, or remotely.",Transaction Records,2046 - library.doc,0,Кирилл,,
4132,"The system counts all types of check-in individually and cumulatively: book-drop, by terminal, by user or self-service.",Transaction Records,2044 - library.doc,0,Кирилл,,
4133,"The system counts all types of check-out individually and cumulatively: staff check-out, self check-out, staff renewal, self checkout renewal, online renewal, OPAC renewal.",Transaction Records,2045 - library.doc,0,Кирилл,,
3524,The system denies user who have been deactivated from accessing the system.,Functional Requirements,mashboot.pdf,0,Кирилл,,
4647,The system developer shall consider supporting existing custom forms and reports developed in PowerBuilder 9. It shall decide on a development tool for users so that they can continue to customize Pontis and extend its capability.,Functional Requirements,2005 - pontis,0,Айдар,,
4136,The system displays the number of check-outs and placed holds per patron.,Transaction Records,2048 - library.doc,0,Кирилл,,
2799,The system does not need to support shipping options. All items purchased have to be picked up at the Construction Junction site.,e-Commerce Integration,inventory-2.0.pdf,0,Кирилл,,
4721,"The system does not use or receive network connections and is used locally, This means that no network safety requirements exist, Overwriting an existing file on the file system has to be confirmed from the user to prevent accidental loss of data.",Safety Requirements,2005 - triangle,1,Айдар,,
3537,The system encrypts data over a direct connection between the web client and the server. Priority 1,Security Requirements,mashboot.pdf,1,Кирилл,,
4717,The system functions on a computer that has a screen for output and keyboard or mouse or both for input. ,External Interface Requirements ,2005 - triangle,0,Айдар,,
4119,"The system generates a list of items that have been in-transit for more than X days (X configurable), per branch and per system.",Inventory Control,2031 - library.doc,0,Кирилл,,
